idx,en,vn,word_type,word_type_vn
521,avulsion,"nhổ, dựt ",n,danh từ
522,axenic,không có ngoại vật,a,tính từ
523,axial,trục,a,tính từ
524,axiation,tạo trục. trục hóa,n,danh từ
525,axifugal,ly trục,a,tính từ
526,axilla,"hố nách, nách",n,danh từ
527,axillary,nách,a,tính từ
528,axillobifemoral,động mạch nách-(động mạch)hai đùi,a,tính từ
529,axillofemoral,động mạch nách-(động mạch) đùi,a,tính từ
530,axillopopliteal,động mạch nách-(động mạch) kheo,a,tính từ
531,axio-,trục,pref.,tiền tố
532,axiobuccal,trục-má,a,tính từ
533,axiobuccocervical,trục-má-cổ,a,tính từ
534,axiobuccogingival,trục-má-lợi,a,tính từ
535,axiobuccolingual,trục-mặt má-mặt lưỡi,a,tính từ
536,axiocervical,trục-cổ,a,tính từ
537,axiodistal,trục-xa,a,tính từ
538,axiodistocervical,trục-xa-cổ,a,tính từ
539,axiodistogingival,trục-xa-lợi,a,tính từ
540,axiodistoincisal,trục-xa-răng cửa,a,tính từ
541,axiodisto-occlusal,trục-xa-khớp cắn,a,tính từ
542,axiogingival,trục-lợi,a,tính từ
543,axioincisal,trục-răng cửa,a,tính từ
544,axiolabial,trục-môi,a,tính từ
545,axiolabiogingival,trục-môi-lợi,a,tính từ
546,axiolabiolingual,trục-mặt môi-mặt lưỡi,a,tính từ
547,axiolingual,trục-lưỡi,a,tính từ
548,axiolinguocervical,trục-lưỡi-cổ,a,tính từ
549,axiolinguogingival,trục-lưỡi-lợi,a,tính từ
550,axiolinguo-occlusal,trục-lưỡi-khớp cắn,a,tính từ
551,axiomesial,trục-gần,a,tính từ
552,axiomesiocervical,trục-gần-cổ,a,tính từ
553,axiomesiodistal,trục-mặt gần-mặt xa,a,tính từ
554,axiomesiogingival,trục-gần-lợi,a,tính từ
555,axiomesioincisal,trục-gần-răng cửa,a,tính từ
556,axiomesio-occlusal,trục-gần-khớp cắn,a,tính từ
557,axio-occlusal,trục-khớp cắn,a,tính từ
558,axiopulpal,trục-tủy,a,tính từ
559,axipetal,"hướng trục, hướng tâm",a,tính từ
560,axoaxonic,trục-trục,a,tính từ
561,axodendritic,trục-sợi nhánh,a,tính từ
562,axofugal,ly trục,a,tính từ
563,axograph,trục đồ ký,n,danh từ
564,axolemma,màng bọc sợi trục,n,danh từ
565,axolotl,axolotl (ấu trùng),n,danh từ
566,axolysis,"tiêu hủy trục thần kinh , phân giải trục thần kinh ",n,danh từ
567,axometer,trụ-trục kế,n,danh từ
568,axonapraxia,liệt thần kinh chức năng,n,danh từ
569,axoneme,"sợi nhiễm sắc, sợi trục",n,danh từ
570,axonopathy,bệnh sợi trục,n,danh từ
571,axonotmesis,đứt sợi trục thần kinh,n,danh từ
572,axophage,thực trục bào,a,tính từ
573,axopodium,roi trục; chân giả sợi trục,n,danh từ
574,axosomatic,trục-thân,a,tính từ
575,axostyle,trụ cốt,n,danh từ
576,axotomy,mở sợi trục,n,danh từ
577,axungia,mỡ lợn,n,danh từ
578,ayapana,cỏ lào (cây),n,danh từ
579,azeotropic,đẳng phí,a,tính từ
580,azeotropy,đẳng phí,n,danh từ
581,azoamyly,mất glycogen,n,danh từ
582,azopigment,sắc tố azo,n,danh từ
583,azoprotein,azoprotein,n,danh từ
584,azote,"nitơ, đạm",n,danh từ
585,azotometer,nitơ kế,n,danh từ
586,azotorrhea,tăng bài tiết nitơ,n,danh từ
587,azure,xanh lam,n,danh từ
588,azurophil,ưa lam (tế bào),n,danh từ
589,azygoesophageal,tĩnh mạch đơn-thực quản,a,tính từ
590,azygogram,chụp tĩnh mạch đơn (hình ảnh),n,danh từ
591,azygography,chụp tĩnh mạch đơn,n,danh từ
592,azygomediastinal,tĩnh mạch đơn-trung thất,a,tính từ
593,azygos,đơn,a,tính từ
594,azygous,"đơn, không  thành đôi",a,tính từ
595,anaphylactin,kháng phản vệ,n,danh từ
596,anaphylactogenesis,sinh phản vệ,n,danh từ
597,anaphylactogenic,gây phản vệ,a,tính từ
598,anaphylactoid,dạng phản vệ,a,tính từ
599,anaphylatoxin,độc tố phản vệ,n,danh từ
600,anaphylaxis,phản vệ,n,danh từ
601,anaplasia,"không biệt hóa, thoái biến ",n,danh từ
602,Anaplasma,"Anaplasma , biên trùng",n,danh từ
603,anaplasmosis,"bệnh do Anaplasma, bệnh biên trùng",n,danh từ
604,anaplasty,phẫu thuật tạo hình,n,danh từ
605,anapnotherapy,liệu pháp thở khí (như  trong hồi sức),n,danh từ
606,anapophysis,mõm đốt sống phụ,n,danh từ
607,anaptic,mất cảm ứng xúc giác,a,tính từ
608,anaraxia,khớp cắn lệch,n,danh từ
609,anarithmia,mất khả năng đếm,n,danh từ
610,anarrhexis,phục hồi xương gãy,n,danh từ
611,anarthria,"mất vận ngôn, nói cà lăm, nói ấp úng",n,danh từ
612,anascitic,không có cổ trướng,a,tính từ
613,anaspadias,lỗ niệu đạo mở trên (dị tật),n,danh từ
614,anastalsis,nhu động  ngược chiều,n,danh từ
615,anastaltic,làm săn da (thuốc),"n,a","danh từ, tính từ"
616,anastigmatic,không loạn thị,a,tính từ
617,anastole,co rút  ( ở mép vết thương),n,danh từ
618,anastomose,nối,v,động từ
619,anastral,không có thể sao,a,tính từ
620,anatomicomedical,giải phẫu học y học,a,tính từ
621,anatomicopathological,giải phẫu bệnh lý học,a,tính từ
622,anatomicophysiological,giải phẫu sinh lý học,a,tính từ
623,anatomicosurgical,giải phẫu học-ngoại khoa,a,tính từ
624,anatomist,giải phẩu học (nhà),n,danh từ
625,anatomy,giải phẩu học,n,danh từ
626,anatoxireaction,phản ứng  giải độc tố,n,danh từ
627,anatrophic,"phòng teo, phòng teo (thuốc)","n,a","danh từ, tính từ"
628,anavenin,nọc đã giải độc,n,danh từ
629,anazoturia,giảm nitơ-niệu,n,danh từ
630,anchor,cố định,v,động từ
632,ancillary,"phụ thuộc, phụ trợ",a,tính từ
633,ancipital,hai đầu (có),a,tính từ
634,ancistroid,hình móc,a,tính từ
635,anconad,hướng khuỷu tay,a,tính từ
636,anconagra,gút khuỷu tay,n,danh từ
637,anconitis,viêm khớp khuỷu,n,danh từ
638,anconoid,dạng khuỷu,a,tính từ
639,ancrod,ancrod  (lấy từ rắn vipe để chống đông máu),n,danh từ
640,Ancylostoma,"giun móc, Ankylostoma",n,danh từ
641,ancylostomatic,giun móc (do),a,tính từ
642,ancylostome,giun móc,n,danh từ
643,ancylostomiasis,giun móc (bệnh ),n,danh từ
644,ancyroid,"hình neo, hình móc",a,tính từ
645,andro-,"nam, đực, trống",pref.,tiền tố
646,androblastoma,u nguyên bào nam tính,n,danh từ
647,androcyte,tiền tinh tử,n,danh từ
648,androecium,nhị đực,n,danh từ
649,androgalactozemia,đàn ông tiết sữa,n,danh từ
650,androgamone,kích tố giao tử đực. hùng phối tố,n,danh từ
651,androgenesis,"trinh sinh đực, sinh sản đơn tính đực",n,danh từ
652,androgenicity,nam tính hóa (khả năng),n,danh từ
653,androgenization,nam tính hóa,n,danh từ
654,androgenized,"nam tính hóa, hùng tính hóa ",a,tính từ
655,androgenous,sinh con đực,a,tính từ
656,androgone,tế bào sinh tinh trùng,n,danh từ
657,androgyne,lưỡng tính giả cái  (người),n,danh từ
658,androgynism,lưỡng tính giả cái,n,danh từ
660,androgynous,lưỡng tính giả cái,a,tính từ
661,androgynus,lưỡng tính giả cái(người),n,danh từ
662,andrology,"khoa nam, bệnh học sinh dục nam ",n,danh từ
663,andromerogony,sinh sản phần tính đực,n,danh từ
664,andromimetic,dạng nam tính,a,tính từ
665,andromorphous,hình thái nam tính,a,tính từ
666,andropathy,bệnh nam giới,n,danh từ
667,androphobia,sợ nam (ám),n,danh từ
668,androsome,nhiễm sắc thể đực,n,danh từ
669,androstane,androstan,n,danh từ
670,androstene,androsten,n,danh từ
671,androsterone,androsteron,n,danh từ
672,anecdotal,không có kiểm chứng,a,tính từ
673,anecdysis,"không thay vỏ (thời kỳ), không lột xác (thời kỳ ) (chỉ động vật tiết túc)",n,danh từ
674,anechoic,không có tiếng vọng,a,tính từ
675,anectasis,xẹp phổi bẩm sinh,n,danh từ
676,anemone,cỏ chân ngỗng,n,danh từ
677,anemonin,anemonin (hoạt chất của Anemone pulsatilla),n,danh từ
678,anemonism,ngộ độc cỏ chân ngỗng,n,danh từ
679,anemophobia,sợ gió (ám),n,danh từ
680,anencephalus,không não ( quái thai),n,danh từ
681,anenterous,không có ruột,a,tính từ
682,anephric,không có thận,a,tính từ
683,anephrogenesis,không có thận (dị tật),n,danh từ
684,anepiploic,không có mạc nối,a,tính từ
685,anepithymia,không muốn  ăn,n,danh từ
686,aneroid,không có dịch,a,tính từ
687,anerythroblepsia,"mù màu đỏ, loạn sắc thị màu đỏ",n,danh từ
688,anerythropoiesis,không sinh đủ hồng cầu,n,danh từ
689,anerythroregenerative,không tái sinh hồng cầu,a,tính từ
690,anesthecinesia. anesthekinesia,mất cảm giác và năng lực vận động,n,danh từ
691,anesthesia,"gây vô cảm, gây mê",n,danh từ
692,anesthesiologist,gây mê học (nhà),n,danh từ
693,anesthesiology,gây mê học,n,danh từ
694,anesthesiophore,gốc phân tử gây mê,n,danh từ
695,anesthetic,gây tê  ; thuốc gây tê,"n,a","danh từ, tính từ"
696,anesthetist,gây mê (thầy),n,danh từ
697,anesthetization,"gây mê , gây vô cảm ",n,danh từ
698,anesthetize,gây mê,v,động từ
699,Anethum,thì là (cây),n,danh từ
700,anetic,an định,a,tính từ
701,anetiological,phi bệnh nguyên học,a,tính từ
702,anetoderma,đốm teo bì,n,danh từ
703,aneugamy,lệch giao,n,danh từ
704,aneuploid,"lệch bội lẻ (thể), phi chỉnh bội  (thể)",n,danh từ
705,aneuploidy,"lệch bội lẻ , phi chỉnh bội ",n,danh từ
706,aneurogenic,không có sợi thần kinh,a,tính từ
707,aneurysmectomy,cắt bỏ phình mạch,n,danh từ
708,aneurysmoplasty,tạo hình phình mạch,n,danh từ
709,aneurysmorrhaphy,khâu phình mạch,n,danh từ
710,aneurysmotomy,mở phình mạch,n,danh từ
711,anfractuous,"khúc khuỷu, lõm",a,tính từ
712,angeitis,viêm mạch,n,danh từ
713,angelica,bạch chỉ (cây),n,danh từ
714,angialgia,"đau mạch, đau huyết quản",n,danh từ
715,angiasthenia,mất trương lực mạch,n,danh từ
716,angiectomy,cắt bỏ mạch,n,danh từ
717,angiectopia,lạc vị mạch,n,danh từ
718,angiemphraxis,tắc mạch,n,danh từ
719,angiitis,viêm mạch,n,danh từ
720,anginophobia,sợ bóp cổ (ám),n,danh từ
721,angioaccess,lỗ vào huyết quản,n,danh từ
722,angioataxia,áp lực động mạch bất thường,n,danh từ
723,angioblastoma,u nguyên bào mạch,n,danh từ
724,angiocardiogram,chụp tim mạch (hình ảnh),n,danh từ
725,angiocardiography,chụp tim mạch,n,danh từ
726,angiocardiokinetic,kích vận tim mạch,"n,a","danh từ, tính từ"
727,angiocardiopathy,bệnh tim mạch,n,danh từ
728,angiocarditis,viêm tim mạch,n,danh từ
729,angiocentric,từ huyết quản,a,tính từ
730,angiocheiloscope,soi môi-mạch (máy đo),n,danh từ
731,angiocholecystitis,viêm ống mật-túi mật,n,danh từ
732,angiocholitis,viêm ống mật,n,danh từ
733,angiochondroma,u sụn mạch,n,danh từ
734,angiocrine,loạn vận mạch nội tiết,a,tính từ
735,angiocrinosis,loạn vận mạch nội tiết,n,danh từ
736,angiocyst,u nang nguyên bào mạch,n,danh từ
737,angioderm,phôi bì mạch,n,danh từ
738,angiodermatitis,viêm mạch bì,n,danh từ
739,angiodiascopy,soi thấu mạch,n,danh từ
740,angiodysplasia,loạn sản mạch,n,danh từ
741,angioectatic,giãn mạch,a,tính từ
742,angioelephantiasis,phù voi mạch,n,danh từ
743,angioendothelioma,u mạch nội mô,n,danh từ
744,angioendotheliomatosis,u mạch nội mô,n,danh từ
745,angiofibroma,u xơ mạch,n,danh từ
746,angiofollicular,mạch-nang,a,tính từ
747,angiogenesis,phát sinh mạch,n,danh từ
749,angioglioma,u thần kinh đệm mạch,n,danh từ
750,angiogranuloma,u hạt mạch,n,danh từ
751,angiography,chụp mạch,n,danh từ
752,angiohemophilia,"hữu huyết mao mạch , ưa chảy máu mao mạch ",n,danh từ
753,angiohyalinosis,thoái hoá trong suốt mạch,n,danh từ
754,angioid,dạng mạch,a,tính từ
755,angioinvasive,xâm nhập thành mạch,a,tính từ
756,angiokeratoma,"u mạch sừng hóa, hột cơm giãn mạch",n,danh từ
757,angioleiomyoma,u mạch cơ trơn,n,danh từ
758,angiolipoleiomyoma,u mạch cơ mỡ,n,danh từ
759,angiolipoma,u mạch mỡ,n,danh từ
760,angiolith,sỏi mạch,n,danh từ
761,angiologia,tim mạch học,n,danh từ
762,angiology,mạch học,n,danh từ
763,angiolupoid,u mạch dạng luput,a,tính từ
764,angiolymphangioma,u mạch-bạch mạch,n,danh từ
765,angiolymphitis,viêm mạch bạch huyết,n,danh từ
766,angiolymphoma,u mạch bạch huyết,n,danh từ
767,angiolysis,thoái hóa mạch,n,danh từ
768,angioma,u mạch,n,danh từ
769,angiomalacia,nhuyễn mạch,n,danh từ
770,angiomatosis,bệnh u mạch,n,danh từ
771,angiomatous,u mạch,a,tính từ
772,angiomegaly,phì đại mạch (đặc biệt ở mí mắt),n,danh từ
773,angiomyolipoma,u mạch cơ mỡ,n,danh từ
774,angiomyoma,u mạch cơ,n,danh từ
775,angiomyopathy,bệnh mạch cơ,n,danh từ
776,angiomyosarcoma,sacom mạch,n,danh từ
777,angiomyxoma,u mạch niêm,n,danh từ
778,angionecrosis,hoại thư mạch,n,danh từ
779,angionephrography,chụp mạch thận,n,danh từ
780,angioneuralgia,đau thần kinh-mạch,n,danh từ
781,angioneurectomy,cắt bỏ mạch thần kinh,n,danh từ
782,angioneurosis,bệnh thần kinh mạch,n,danh từ
783,angioneurotic,bệnh thần kinh mạch,a,tính từ
784,angioneurotomy,cắt thần kinh-mạch,n,danh từ
785,angionoma,loét mạch,n,danh từ
786,angiopancreatitis,viêm mạch tuyến tụy,n,danh từ
787,angioparalysis,liệt mạch,n,danh từ
788,angioparesis,liệt nhẹ thần kinh mạch,n,danh từ
789,angiopathology,bệnh lý học mạch,n,danh từ
790,angiopathy,"bệnh mạch máu, bệnh huyết  quản",n,danh từ
791,angiophakomatosis,u nang tiểu não võng mạc,n,danh từ
792,angioplasty,tạo hình mạch,n,danh từ
793,angiopressure,kẹp mạch,n,danh từ
794,angiopsathyrosis,mạch giòn,n,danh từ
795,angioreticuloendothelioma,"sacom Kaposi , đa sacom chảy máu ",n,danh từ
796,angioreticuloma,u mạch não,n,danh từ
797,angiorrhaphy,khâu mạch,n,danh từ
798,angiosarcoma,sacom mạch,n,danh từ
799,angioscope,soi mạch (máy đo),n,danh từ
800,angioscopy,soi mạch,n,danh từ
801,angioscotoma,ám điểm mạch,n,danh từ
802,angioscotometry,họa đồ ám điểm mạch,n,danh từ
803,angiosperm,thực vật hạt kín,n,danh từ
804,angiostaxis,tạng xuất huyết,n,danh từ
805,angiostenosis,hẹp mạch,n,danh từ
806,angiosteosis,"canxi hóa mạch , cốt hóa mạch ",n,danh từ
807,angiosthenia,"áp lực động mạch, huyết áp",n,danh từ
808,angiostomy,mở thông mạch máu,n,danh từ
809,angiostrongyliasis,bệnh giun Angiostrongylus,n,danh từ
810,Angiostrongylus,Angiostrongylus,n,danh từ
811,angiotelectasis,giãn mao mạch,n,danh từ
812,angiotensin,angiotensin,n,danh từ
813,angiotensinase,angiotensinase,n,danh từ
814,angiotensinogen,angiotensinogen,n,danh từ
815,angiotitis,viêm mạch tai,n,danh từ
816,angiotome,đoạn hệ mạch phôi,n,danh từ
817,angiotomy,mở mạch,n,danh từ
818,angiotonia,trương lực mạch,n,danh từ
819,angiotonic,tăng trương lực mạch,a,tính từ
820,angiotribe,kẹp mạch (cái),n,danh từ
821,angiotripsy,kẹp mạch,n,danh từ
822,angiotrophic,dinh dưỡng mạch,a,tính từ
823,angitis,viêm mạch,n,danh từ
824,angle,góc,n,danh từ
825,angophrasia,nói ê a,n,danh từ
826,Anguillula,Giun lươn (giống),n,danh từ
827,anguilluliasis,giun lươn,n,danh từ
828,angular,"góc (có, thuộc)",a,tính từ
829,angulation,hình thành góc,n,danh từ
830,angulus,góc,n,danh từ
831,angusty,hẹp,n,danh từ
832,anhedonia,mất khoái cảm,n,danh từ
833,anhelation,thở hỗn hển,n,danh từ
834,anhepatia,mất chức năng gan; suy năng gan,n,danh từ
835,anhidrosis,giảm tiết mồ hôi,n,danh từ
836,anhidrotic,giảm tiết mồ hôi (chất),"n,a","danh từ, tính từ"
837,anhydrase,anhydrase,n,danh từ
838,anhydremia,thiếu nước trong máu,n,danh từ
839,anhydride,anhidrid,n,danh từ
840,anhydromyelia,thiếu dịch tủy sống,n,danh từ
